,2MASS,KIC,Gaia_DR1,RA,Dec,umag,gmag,rmag,imag,zmag,Jmag,Hmag,Kmag,kepmag,pmRA,pmDec,phot_g_mean_mag,Unnamed: 0,ID,Numax,Numax_err,Dnu_median_all,Dnu_median_all_err,Dnu_lin_all,Dnu_lin_all_err,Dnu_median,Dnu_median_err,Dnu_lin_m,Dnu_lin_m_err,q0,q1,q2,d02,d02_err,lw,lw_err,Amax,Aw,Ah,Amax_err,Aw_err,Ah_err,Amax2,Aw2,Ah2,Amax2_err,Aw2_err,Ah2_err,numax_fit,numax_fit_err
32,,2436759,,,,,,,,,,,,,,,,13.0,2436759.0,31.928282301615113,2.9946011199890767,3.7362169691725775,0.04775856482604412,3.720174437482645,0.01358584103080475,3.750227161769821,0.04957627347469296,3.7445569212875274,0.014941596314540463,0.040600487068786086,3.5165145112199414,22.171246851844217,0.5349057745199861,0.07068228845892648,-1.8472970247064548,0.7590015148073458,30.37348457328401,6.7984631729915685,31720075.718457706,1.6271488563083527,2.1500145576157923,9378011.176147627,27.47955621469685,2.1588007762995565,-22797873.11555468,2.7125919437853656,5.681412923692028,54161982.99484015,0.0,0.0
33,,2436814,,,,,,,,,,,,,,,,14.0,2436814.0,24.63882826405829,1.0990223176113518,3.080280611891917,0.013307809838379536,3.0898722866354893,0.008032705049745063,3.0736307227769157,0.009787371931260908,3.039504029266073,0.014838814599588409,0.031029006539724187,2.873531565359041,15.780182713601498,0.4514416374242423,0.0611643986185683,-2.6575781070973843,0.9631333581039154,24.272669886993643,3.5951956092647963,56462978.90015031,0.5255331820078261,0.8644318666834792,19163519.724624712,24.050318865649327,4.4961538032164565,-28325302.499009706,0.5892618372462647,1.1286176564934345,85113378.27137664,0.0,0.0
34,,2436818,,,,,,,,,,,,,,,,15.0,2436818.0,98.71819106660378,8.3982890199496,8.750652784813475,0.02995242897977954,8.702910061596382,0.0197803107321667,8.75604826141911,0.034673314125618616,8.611871642923505,0.009645288076189026,0.07853020845382724,8.150680784431206,64.51788395229637,1.1461968921037309,0.2031583959043345,-2.060979198167645,0.4012263165371067,85.98910971357991,22.550758247919784,24793.026187816144,5.326537811126912,6.165756700108245,9405.011669773916,91.16059197895336,9.73070616917617,40903.26688623546,2.8128530762503767,5.14947327561305,16025.73023401568,0.0,0.0
35,,2436824,,,,,,,,,,,,,,,,16.0,2436824.0,33.10632838577082,1.0759607398200517,3.899440200531915,0.031034863025267614,3.947793622078813,0.01258282050847838,3.8155062333412277,0.014880067061948169,3.814962851513399,0.017866378820971182,0.036303822225136624,3.695021365219216,26.94090930217859,0.5731404763279144,0.12462574659582888,-1.9400550692642424,0.6804843481811047,33.50172522771611,3.973073931357426,-28523544.23450093,0.5489240972537113,0.8106638509224544,8008566.549261309,33.398768284058924,4.22232531313953,-14813235.2745058,0.4740745154813713,0.9838517768985552,4306511.144903326,0.0,0.0
36,,2436900,,,,,,,,,,,,,,,,17.0,2436900.0,34.67642691709119,0.6234081255838704,4.035397380267393,0.01938453650395197,4.014244044140208,0.00635595353320308,3.9931340028385303,0.01741027342869899,3.98702550919806,0.005786971634156416,0.02809628582670741,3.8454583896193903,24.568483749898824,0.5795701896010002,0.05428477875634183,-2.642261670673742,1.0040430907735058,32.924377565579725,5.694665486642243,-18478894.363163,0.8267009961101675,2.3698324600955143,3585381.980240405,34.57962176359812,6.480510445867922,10365623.12326502,0.999820154806306,1.2194968124390255,2534930.203306288,0.0,0.0
37,,2436912,,,,,,,,,,,,,,,,18.0,2436912.0,29.752400423659672,0.3056972303370735,3.7083421200309674,0.02584192832785813,3.724499476978588,0.012854656134872787,3.6976087306499017,0.021265731793614063,3.683167668279888,0.019395600168352786,0.029595258607510142,3.57756394229824,22.282651552675556,0.5077639436777197,0.04650381334122622,-1.8889171917922267,0.6423237473356985,28.98593484521659,5.371984683338214,-26360325.17581145,0.6160661899672362,1.0677433879750131,10929728.094012983,29.92712681993061,5.511609160754652,11941512.67430744,1.1306820397027022,1.2083079485280357,3215002.4362608907,0.0,0.0
38,,2437040,,,,,,,,,,,,,,,,19.0,2437040.0,24.53424750990498,0.3681705767209253,3.0469418986897283,0.011651557770177855,3.0190289844717433,0.006764974813334539,3.046431032572391,0.009232591890990792,2.9842126953178134,0.00402070618025671,0.018950809285045358,2.8857351687622166,15.462711344618864,0.4224837460661135,0.08496724314092115,-2.8463116344503496,0.9439946636441514,24.270607262477302,4.843789435486829,58526042.91616447,0.6364262237147658,1.054070917828023,21892402.50839538,24.716721888589138,4.810064828855371,40538342.06275953,0.9856080209923316,1.17952891732301,10106216.739994306,0.0,0.0
39,,2437103,,,,,,,,,,,,,,,,20.0,2437103.0,28.227324135423075,1.592907632109856,3.751838145207838,0.036938033409499985,3.7483480775191746,0.009120749374849215,3.723187584937188,0.02594651352064356,3.6935797788070666,0.010011027816301105,0.023357576888970125,3.5850369380584155,18.510368053046047,0.5992199421151518,0.1213396626126658,-2.2469356949561026,0.5738187766547085,27.836816672996587,7.242796272087617,-13095069.722072262,0.8738518792751626,0.9703310338303172,2469234.116863036,26.59183163439411,2.814743407245155,-22694113.161888476,0.5545529337466178,3.2215817409537757,8018738.476088293,0.0,0.0
40,,2437240,,,,,,,,,,,,,,,,21.0,2437240.0,45.1640026945257,0.7066585517932944,4.829520824886366,0.031048506320557032,4.798908851872055,0.01054374091796318,4.780562147667262,0.016481249422371606,4.728179732855047,0.005475368777418425,0.03638853019422531,4.544572472007267,29.76195789455661,0.6661868330208627,0.09638169182951928,-2.3515813336979914,0.8909794212938864,43.48220754297435,8.845139906090193,4263213.615680778,0.92153715967813,1.4287630599930194,958542.2588702184,42.294415706897844,6.699657213689753,-3298770.8024862064,1.062273239466743,1.4350332140738613,9479507.050771583,0.0,0.0
41,,2437270,,,,,,,,,,,,,,,,22.0,2437270.0,68.16431534595124,4.0959479223427975,6.496617308779263,0.024603023450375173,6.536972875762659,0.023757722869275768,6.497192690403033,0.014211897585774609,6.493089498750222,0.012486572165196677,0.024123059159105613,6.367248782458607,52.99386343475658,0.913327255327637,0.19405893612682526,-1.8561732320605988,0.7437254066518755,66.40670173393183,11.12505116169595,-490070.90375503036,2.229823384466717,2.1096691548049353,118039.43695799005,65.25632825794241,10.288529753597224,-466009.1906921953,1.6730975746056425,4.341601336130535,174635.58017335553,0.0,0.0
42,,2437325,,,,,,,,,,,,,,,,23.0,2437325.0,93.86276934448412,2.578494273459355,8.450342781132377,0.02305752973560929,8.365106957848651,0.021310838978968204,8.449426946770691,0.022627019555831438,8.461058980417219,0.011714725320021652,0.100116617268599,7.664933800721693,62.670823668431595,1.139051533952269,0.18201053972952316,-2.4054643923850074,0.5742884860496643,89.40560346796991,11.245632688231623,143764.27825949033,2.3115298213272415,4.020937780659951,43599.41808528027,90.39788429693948,8.304110951023885,156153.31946986448,2.8811432510569106,6.27412266406011,60889.35239527669,0.0,0.0
43,,2437340,,,,,,,,,,,,,,,,24.0,2437340.0,8.139012136900822,0.4600220741827984,1.3634312080250146,0.007182011848877215,1.3585669351840974,0.0072725970429189735,1.339124046060622,0.012515207524798216,1.3405522640616736,0.00808796544309422,0.01732674900952911,1.2889289905566206,6.4494229970290675,0.20202695034829787,0.015979757725059274,-3.167682520377707,0.5721581790379774,8.01979335924089,1.2316027643306553,-4335979360.892286,0.20845653940888828,0.3423503923820803,3622538792.530464,7.878079720874879,2.1420159520563438,3522156035.4294047,0.503120122098452,0.7825799189015703,1400970268.9547858,0.0,0.0
44,,2437394,,,,,,,,,,,,,,,,26.0,2437394.0,160.85036906771444,18.8447998935782,12.886457228286414,0.018591767726631656,12.874093310307504,0.04714753749505996,12.8032990840895,0.03024213767874568,12.762941875759125,0.035967477480462993,0.1092772793485298,12.436875343298494,133.76022167551045,1.7059503009054424,0.1732773376096317,-2.3323085132745733,0.7794447160285212,150.27076281898854,21.232207875276565,705.650872607994,7.290421502792244,11.577384125553547,386.04723454229037,157.3837615946644,13.46414662102226,483.1983411322743,11.389039512478881,9.690794555931378,1330.2027940103885,0.0,0.0
45,,2437402,,,,,,,,,,,,,,,,27.0,2437402.0,44.9360162986035,0.4004130188281017,4.834449901264658,0.01292049400104595,4.826657625453498,0.00717133594407667,4.778087743893991,0.01841789591940553,4.704516773709033,0.006238945174477313,0.04576565764588244,4.5525774769298115,34.137971475492094,0.6911396713884841,0.060676718169959384,-2.2906678686490705,0.5697257612465508,41.97610585422309,7.726733042799929,-4594077.652874313,0.9247799281053574,2.321248192115488,687077.5801190997,42.15394143028957,11.259554364166679,-2044130.117197788,2.299331769344491,3.4999884796181298,1056451.448911761,0.0,0.0
46,,2437444,,,,,,,,,,,,,,,,28.0,2437444.0,18.29605892290741,1.4234151786978102,2.4238246250559436,0.011191163846241057,2.4355903370260448,0.006096304483614211,2.4196907192219363,0.015048761876034366,2.406282601922449,0.005574363339661864,0.02386759291276917,2.2923510264133853,12.244571284227794,0.3438898708613678,0.045792550494230866,-3.6450767580628654,1.0637787615924963,18.563915946462394,2.401394383242984,-178305102.80608356,0.4620971627151208,0.5653517726886674,100462882.3667408,18.088810469279515,3.697440247846144,44100902.61701368,1.004014315112067,1.1986333554343032,130552632.48648477,0.0,0.0
47,,2437488,,,,,,,,,,,,,,,,29.0,2437488.0,64.07035209319223,0.30904462622574586,6.1732477529731975,0.02123552146863868,6.210364387241809,0.012801749815313457,6.19826692258858,0.017224602439430418,6.194826897973343,0.008060861494658246,0.04300701427063268,5.952918469160186,44.98350945107009,0.8109443480837868,0.15486407221624812,-2.0092579220717988,0.928087230987518,61.9890606307306,10.68736073843397,803661.7344947834,1.1512393258354312,4.6324608299146695,241909.933827952,60.46298826820572,8.23841455313276,516941.848746378,2.264309371334806,2.322456713869351,210926.1689210701,0.0,0.0
48,,2437589,,,,,,,,,,,,,,,,33.0,2437589.0,46.196399426323175,2.4351544857125687,4.5086743462179575,0.03685694270494205,4.582376558737231,0.010372668278614008,4.51644117821791,0.018076656713076462,4.538611657400762,0.007350607827975927,0.02768422813757764,4.387990333241449,32.696723839775586,0.6417124439985287,0.07945316997823544,-2.0742048610280093,1.0698713000834614,45.32880344165789,10.655482155374619,1880441.1065164346,1.1916847332030582,1.3298745513695789,318872.1573868702,44.37495312974843,7.607894342871082,-1625784.8096408925,1.233469483485865,1.6902558353350323,1139022.3681570129,0.0,0.0
49,,2437653,,,,,,,,,,,,,,,,34.0,2437653.0,73.65389580460767,3.8767847749638396,7.024630762331992,0.018513170974955504,6.978210385992782,0.01553369731074603,6.984608001949979,0.01799300157294176,6.944136869474622,0.00577402284874025,0.04600821747725636,6.703461584678477,50.739414237203846,0.9244027197041048,0.10937082002936588,-2.7352671123562526,0.946073176798942,70.58575085741323,7.261027344664353,523777.5762892476,0.7600126342259328,1.6514711932604955,142127.998262907,69.00377569367322,13.856489711603658,238444.5780786327,2.444406512743761,2.5342227486478164,48694.528983755496,0.0,0.0
50,,2437698,,,,,,,,,,,,,,,,35.0,2437698.0,30.33600745228282,1.5976049484486932,3.7368768426038588,0.03277597165547215,3.742100300037922,0.012854258943868992,3.6668320191327393,0.026544616615964682,3.6330110789030514,0.008398309899276334,0.032471440341132383,3.546358754666729,22.123329754046306,0.6332661543919684,0.06099738206992791,-1.7758999897749297,0.2544102296465613,28.07933794307969,7.594611636462157,-21139634.680848733,0.8730765780858637,1.117715874934571,2952310.321247207,29.48396949897837,8.334058794674824,8211271.760476992,1.6367480010219568,1.6088683005884186,2302214.555835985,0.0,0.0
51,,2437781,,,,,,,,,,,,,,,,36.0,2437781.0,84.92430858574969,4.976624450234352,7.807103585846008,0.02992028586837006,7.775357164929553,0.019164410846792882,7.747725784323151,0.06533956551473312,7.6818538117959525,0.021808559994662424,0.054852920898342115,7.501307437354756,64.42027308274328,1.0696621630429064,0.095853085453118,-2.189943729288845,0.5525875983120611,74.56934241074978,15.387652646227302,-49673.58693931998,10.370611703403153,14.078542832662787,121121.70741266545,75.90082846440197,12.389574932944706,50473.227686225655,3.6850551937655496,6.652133704167352,22069.945645597287,0.0,0.0
52,,2437805,,,,,,,,,,,,,,,,38.0,2437805.0,31.54516022493002,0.4811182634104434,3.81781402333395,0.02083948887324766,3.785074810759679,0.010443649383348994,3.5850299415355438,0.026654542298674425,3.6595205867306833,0.014657564473071944,0.04335062546460981,3.5262162665768484,22.54126176498548,0.5622616113107064,0.07823283505646067,-2.177390578438626,0.395805122282608,29.29449413168889,6.217561464253137,-16616656.186181553,0.8703328098123757,2.7463925646712184,4006488.5127285933,32.47923232033573,6.762553211268361,11292191.96811586,1.099618364911201,1.122466882901871,1848275.9520960543,0.0,0.0
53,,2437933,,,,,,,,,,,,,,,,40.0,2437933.0,108.08881860756466,15.161481347269065,9.29019881046399,0.049253381131322375,9.281593176433926,0.029705891538723137,9.358012554541666,0.02349245681976861,9.336728142757464,0.04360027650023286,0.009004984780496427,9.230205752509338,77.76592593616925,1.2598971036169502,0.1964412869336104,-2.4743778142643515,0.6431017147205155,104.302815711409,10.633648808772968,36476.94155646249,2.0586137765393384,3.817639319839992,46365.27499295673,104.23748549506054,10.585195057474113,29520.51193173821,2.868629156232369,3.4550497685004244,11250.094336057336,0.0,0.0
54,,2437957,,,,,,,,,,,,,,,,41.0,2437957.0,93.90299606768136,0.6146867881010595,8.511032491056767,0.029592801868491645,8.462839769942434,0.02088214869653516,8.514610757069661,0.02635777364711556,8.504317480799518,0.02143707129192862,0.049396954677078685,8.214087490211794,70.09004420069769,1.1046360764256846,0.1059521912770387,-2.294529223442592,0.8142095006498659,89.74632869303757,10.253355462877717,113930.7646052958,2.257236241707973,2.995482803931967,226116.9707611363,92.80365006218183,8.941048358865526,141528.32367893332,1.4302541825061383,4.534708583233557,31556.538969411587,0.0,0.0
55,,2437972,,,,,,,,,,,,,,,,43.0,2437972.0,84.24351320668133,0.5598150029249969,7.849126426905588,0.024142819909310567,7.886404608794487,0.012887728337918238,7.83895954284398,0.01277278994684583,7.863206824631801,0.01575430260659214,0.03563887258301252,7.601546276620812,56.734788217569005,1.0602262896900498,0.20102525617786945,-2.561946895966845,0.8590874079707588,82.05757573915909,11.8130481948929,-213248.60963736745,1.7692680715561149,3.1470076414710704,70024.80453278866,78.40442768094496,14.001988375172193,-137909.76875481044,4.607920671048959,3.667120803013664,65598.48043502035,0.0,0.0
56,,2437976,,,,,,,,,,,,,,,,44.0,2437976.0,89.7644275835314,1.4259308428563011,8.145852503719933,0.011010864254653576,8.181037372173531,0.02897219483958138,8.13731948459138,0.01276974683089493,8.13736018634744,0.008397442461153553,0.06224395758875498,7.804980681584808,67.25431463525639,1.10262422739369,0.1650248231052852,-2.0800112418496783,0.5526527733107349,85.0660010309192,12.004538811397392,-80184.96290986822,1.5621037367632695,1.7470615415107458,13619.079606576854,84.96738979963006,11.902763304463491,-39932.31778537976,3.2474402306533268,3.8254016408768656,29413.20132865685,0.0,0.0
57,,2437987,,,,,,,,,,,,,,,,45.0,2437987.0,30.587792410183287,2.3996724941766194,3.7525022134868378,0.027506758324108448,3.7466752964163232,0.012114205827083129,3.6754586984308943,0.021507355985244447,3.6394633165679564,0.008111363282693544,0.03272654065951785,3.5506672879804864,22.22967958852386,0.5618653797313584,0.08968735202229525,-1.784144778181188,0.6731772982809601,28.343815678220057,7.97594870034685,-14984856.130402975,1.3191716595018996,1.8155590589859227,3141529.5504571367,29.49601098502265,7.1554708001263805,10202893.06486177,1.509657432621752,1.711341529589968,8541581.704346074,0.0,0.0
58,,2438038,,,,,,,,,,,,,,,,46.0,2438038.0,62.21408476942326,2.67916753888491,6.190766482047915,0.034162799418586444,6.178040714236937,0.01578479365157716,6.10198701260191,0.016246549324779685,6.07619522156992,0.006884010807108396,0.05231408946242938,5.8111842779701055,44.110412757718656,0.8235977882540979,0.1907315990679495,-2.237574347001706,0.8937920436294735,60.91984560867942,8.25780196936476,-1467191.3737741252,1.1510095569382353,3.3670529548111787,486093.02876846865,62.096200195374244,9.315311250713409,594570.483522239,1.0880048710952626,2.0977658038065017,368255.4129513407,0.0,0.0
59,,2438140,,,,,,,,,,,,,,,,48.0,2438140.0,81.72512884661627,7.671231163989647,6.752132974468522,0.02307177620518534,6.7328978290800965,0.023339451420458224,6.754422346900362,0.023394646629796376,6.759122109792209,0.008443132136086965,0.04930435696804192,6.488111011679409,55.10562511417453,0.9116340730754224,0.06886910540448031,-2.125048448693096,0.7371258716365348,68.50371699249528,9.708672242953467,600996.1457811865,0.8579420475144912,3.0836888576644714,164109.92871646894,68.7641533671811,9.640161229950968,389641.4741038103,1.0750069576046326,3.7231999950318935,123751.72463418398,0.0,0.0
60,,2438333,,,,,,,,,,,,,,,,49.0,2438333.0,60.114982273117285,0.27247977112607324,6.098986011992206,0.022470257295759855,6.057978310844011,0.012673046829713198,6.057671158832733,0.01970228129597641,6.021949333294491,0.006628868730857936,0.05267353964109507,5.6892068983989015,43.79729759768321,0.8298211041770216,0.14035471771770974,-2.1176842980737605,0.8923567434566422,58.80230461106119,8.311500565386853,-1864927.1642769119,1.1627139988892137,2.6641621996342613,358024.17761023884,58.96298272161466,7.368960332757081,-1233793.2161513837,1.2079860560816102,4.092872635862615,332719.5391153487,0.0,0.0
61,,2436944,,,,,,,,,,,,,,,,50.0,2436944.0,30.928313442835,3.1176178692666583,3.671390315740913,0.04806252977217556,3.7097490858085904,0.011375493832874443,3.635926287789274,0.027435369060018092,3.646972446648337,0.01013611639702097,0.030574201697437745,3.4958033446827708,18.676794951145645,0.5064689008138092,0.0875025913245524,-1.5761768501525557,0.9714736723818416,29.295951701070233,7.679128187174827,8689971.57417683,1.1354216443320604,1.4004935056359715,2050793.8342716484,29.85730178001023,2.5479487412364383,5844189.814110693,1.4708974496916207,1.4853146669052226,8258619.691064639,0.0,0.0
62,,2569618,,,,,,,,,,,,,,,,53.0,2569618.0,65.2419876988455,5.527156320117174,5.6462564088958445,0.026245629682338914,5.708327991830722,0.012403926254564804,5.629427830517223,0.019126193516764832,5.644164570847101,0.00816296206070748,0.059141603791078176,5.2929341901092055,40.601029440322606,0.7898375550131647,0.12533402098274316,-1.8827102468233343,0.978275597257708,51.72028409175561,10.798341764362917,-1407424.0569013213,1.151369190694124,1.6332817718528938,239191.83376527426,53.031650078071216,8.769268033161527,-1175054.4850757802,1.3925597315437883,1.830659619486192,298666.26603968587,0.0,0.0
63,,2570094,,,,,,,,,,,,,,,,56.0,2570094.0,83.25660920221192,6.514286210412316,6.500760035403492,0.020895225890336887,6.538263676816494,0.017107906711003297,6.460788819040339,0.011670392029257943,6.429539337612447,0.007334598741837895,0.029327995187037506,6.362412410372803,53.10268148051932,0.8930935167766378,0.13781260384815303,-2.3679273867009143,0.7691925509470463,65.63990610116883,8.301653184470732,-912304.7139117008,0.7862693028744381,2.179378398429923,245078.11611635648,66.45487709726824,11.091746336512484,-443972.7759648785,1.4800149534000138,2.096772496088078,113298.31823405814,0.0,0.0
64,,2570172,,,,,,,,,,,,,,,,57.0,2570172.0,74.60218457067309,0.20501498041417104,7.088013403947888,0.017274227251201226,7.178091668700827,0.027352981872865282,7.074697871141487,0.02045118567751478,7.05874607696836,0.008075832464779258,0.0853551593442172,6.667185000244771,57.726927677815645,0.9990572825760252,0.16016773794534495,-2.1704380274393955,0.5385591780645231,73.47334481154353,11.169632356834764,-257901.107776385,1.9085549960483168,2.465161955311077,52527.16173386612,69.4694218926683,11.256708778492843,-201589.22677256953,3.5679543661029283,5.0584120222553315,58886.0924552834,0.0,0.0
65,,2436954,,,,,,,,,,,,,,,,58.0,2436954.0,30.47377427272009,2.389274421505508,3.596232213783304,0.03289278268734603,3.6258902422282766,0.014495935276669975,3.5934973088018385,0.036671257380502385,3.620657086193788,0.017324832576907968,0.019263050795181515,3.5524086281310847,22.23618471129364,0.5173654951110365,0.03046214790975386,-1.4794444942347291,0.8147936933432932,20.905262949059857,11.34419759763533,55172897.13927084,3.7562461982447273,2.3863764757038277,20531511.253703184,26.474524875454296,1.9509630453069,68494689.77907756,0.6487328860007769,0.6689525060571401,38106877.2683644,0.0,0.0
66,,2570244,,,,,,,,,,,,,,,,59.0,2570244.0,105.61222967667656,2.1579186437577742e-05,9.158972484301238,0.023239908875523588,9.153481578010226,0.02750972300920236,9.159143892591764,0.021959676831776045,9.173844712125122,0.01094463256182308,0.06872856714294139,8.807046547754727,76.34953789208784,1.2073669813594992,0.10245578372989368,-2.4661821427687878,0.2983601160783613,99.5914118496479,14.929461080650025,55250.895468537004,2.9550358599099087,3.0929570104160784,12063.25895150984,102.11122264770249,15.245696584602756,35162.35584102929,5.725266904720392,4.950183308136196,12332.744970988697,0.0,0.0
67,,2570384,,,,,,,,,,,,,,,,60.0,2570384.0,72.02408760503111,6.96512231507432,6.393108713369418,0.031200461781929537,6.4553863557703055,0.025512526965960226,6.268078867232884,0.07439104093825724,6.245402139319996,0.012228043295347456,0.08947232738791525,5.9165515569313225,45.956386196937345,0.8535198145517742,0.11234726243221656,-2.162828967324482,0.7756423507042288,40.79903342453802,23.622653910125145,1394245.1022163955,6.2981210721699,4.668105993279321,4773997.102112705,57.890475396508926,10.39956932476374,-1385832.4401043388,2.691600472572353,3.787221449133752,1670247.6391136304,0.0,0.0
